Step,Phase,Loss,MAE_norm,MAE_Watts,RMSE,R2,P95_Error_pct,MAPE,MaxErr
100,TRAIN,0.02832886576652527,0.13282251358032227,0.4452837109565735,0.17460554838180542,0.6817569732666016,73.27274322509766,21.897301077842712,2.291274070739746
125,VALID,0.016545878344913945,0.0904880091547966,0.2995121479034424,0.12255213409662247,0.8221262097358704,37.195858001708984,13.850659132003784,1.679861307144165
200,TRAIN,0.012252457439899445,0.06619635969400406,0.2007538080215454,0.10613973438739777,0.8819251656532288,28.114608764648438,10.105803608894348,1.0578980445861816
250,VALID,0.011588497611228377,0.06936173141002655,0.2219064086675644,0.09692074358463287,0.8887490630149841,33.464080810546875,10.600445419549942,1.1099436283111572
300,TRAIN,0.012227509170770645,0.07514090090990067,0.21646910905838013,0.097091905772686,0.8961589932441711,31.445775985717773,12.699751555919647,0.7507482767105103
375,VALID,0.01066865847678855,0.06686744093894958,0.21449130773544312,0.08990909159183502,0.9042634963989258,30.880048751831055,10.440061241388321,1.0881359577178955
400,TRAIN,0.011264190077781677,0.06598010659217834,0.21089182794094086,0.0966041311621666,0.89969402551651,35.619140625,9.818718582391739,0.9799156188964844
500,TRAIN,0.010206863284111023,0.06217336654663086,0.20720916986465454,0.08932554721832275,0.9054256677627563,32.4315185546875,8.98447036743164,0.8763775825500488
500,VALID,0.010005977252149023,0.06166275590658188,0.19479936361312866,0.08793218433856964,0.9084272980690002,31.132064819335938,9.070780873298645,1.0908997058868408
600,TRAIN,0.011246119625866413,0.06989053636789322,0.20615339279174805,0.09227205067873001,0.9000646471977234,36.281333923339844,11.900855600833893,0.8778842687606812
625,VALID,0.009430906473426148,0.061637312173843384,0.19753910601139069,0.08154603838920593,0.9212453961372375,27.38544273376465,9.582852572202682,0.932966947555542
700,TRAIN,0.007232125382870436,0.049185849726200104,0.1636216640472412,0.06802264600992203,0.93802410364151,19.65884780883789,7.0852309465408325,0.7228202819824219
750,VALID,0.008902115834644064,0.05885656177997589,0.18948346376419067,0.07836443185806274,0.9272708892822266,26.516273498535156,9.027934074401855,0.9263602495193481
800,TRAIN,0.009803103283047676,0.06456441432237625,0.2018844485282898,0.08181273192167282,0.9219078421592712,27.91205596923828,10.36701649427414,0.650867223739624
875,VALID,0.008554137166356668,0.05678004026412964,0.1835368126630783,0.0764000341296196,0.9308714866638184,25.605710983276367,8.563541620969772,0.9399280548095703
900,TRAIN,0.010863827541470528,0.0671345591545105,0.2192748486995697,0.09110841155052185,0.9117889404296875,29.786800384521484,9.4392329454422,0.7547607421875
1000,TRAIN,0.008717581629753113,0.05594812333583832,0.1785820573568344,0.07902872562408447,0.9150670170783997,26.179244995117188,8.345021307468414,0.7811338901519775
1000,VALID,0.008377805424970575,0.05596445873379707,0.18166381120681763,0.0751412957906723,0.9331305623054504,25.362646102905273,8.418796211481094,0.9406293630599976
1100,TRAIN,0.0071012601256370544,0.05039758235216141,0.15147429704666138,0.06421061605215073,0.9590832591056824,24.40411949157715,8.313685655593872,0.48950910568237305
1125,VALID,0.00809548753022682,0.05440102517604828,0.17702212929725647,0.0735028013586998,0.9360150098800659,24.771711349487305,8.178643882274628,0.9495035409927368
1200,TRAIN,0.008549557067453861,0.05682244896888733,0.18819093704223633,0.07572729885578156,0.9074296951293945,22.634490966796875,8.186382055282593,0.8683867454528809
1250,VALID,0.008028896350879222,0.05368950217962265,0.17431743443012238,0.07344314455986023,0.9361188411712646,24.061473846435547,7.958436757326126,0.9685608148574829
1300,TRAIN,0.008162652142345905,0.051319368183612823,0.16438336670398712,0.0778551921248436,0.9287805557250977,31.140052795410156,7.5435832142829895,0.8291144371032715
1375,VALID,0.007863059945520945,0.0533648282289505,0.17572538554668427,0.07172359526157379,0.9390751719474792,23.78518295288086,8.030685782432556,0.9446089267730713
1400,TRAIN,0.006656586658209562,0.047832392156124115,0.16151215136051178,0.06121025234460831,0.9567724466323853,17.12952995300293,6.953658908605576,0.5011022090911865
1500,TRAIN,0.008765378035604954,0.059774965047836304,0.18274790048599243,0.07467103004455566,0.9368385076522827,22.70828628540039,9.718624502420425,0.5830740928649902
1500,VALID,0.007709316341788508,0.05300132930278778,0.17401905357837677,0.07009268552064896,0.9418143630027771,23.38177490234375,8.070918917655945,0.9081844091415405
1600,TRAIN,0.005804476793855429,0.04243817925453186,0.1394885778427124,0.05586875230073929,0.9654052257537842,19.86022186279297,6.45105317234993,0.3973351716995239
1625,VALID,0.0077876269788248464,0.05369710922241211,0.17675431072711945,0.07021663337945938,0.9416084289550781,23.68384552001953,8.24481025338173,0.8853936195373535
1700,TRAIN,0.007713885512202978,0.052862703800201416,0.17410367727279663,0.06967948377132416,0.9446431994438171,18.434207916259766,7.772832363843918,0.7630219459533691
1750,VALID,0.007507405374781229,0.05179635062813759,0.17102766036987305,0.06890913099050522,0.9437627792358398,22.62800407409668,7.836181670427322,0.9097964763641357
