Step,Loss,MAE,RMSE,R2,95th_Pct_Error,GradNorm
100,1.7890416383743286,1.045743465423584,1.2146269083023071,-0.1375718116760254,373.16204833984375,"tensor(168884.7188, device='cuda:0')"
200,1.70688796043396,1.019838809967041,1.1836116313934326,-0.11092650890350342,479.72637939453125,"tensor(161722.3281, device='cuda:0')"
300,1.2084181308746338,0.7958997488021851,0.9847071766853333,-0.029795408248901367,403.4140319824219,"tensor(85864.0391, device='cuda:0')"
400,1.037860631942749,0.7751593589782715,0.897392213344574,-0.012407422065734863,163.48927307128906,"tensor(92162.6641, device='cuda:0')"
500,1.335543155670166,0.8939903974533081,1.0331244468688965,0.028644263744354248,128.4166259765625,"tensor(128703., device='cuda:0')"
600,1.0076478719711304,0.7582930326461792,0.8832666277885437,0.03956484794616699,105.47395324707031,"tensor(136007.7031, device='cuda:0')"
700,1.2527836561203003,0.8863595128059387,0.9934162497520447,0.14448970556259155,108.75543212890625,"tensor(124864.6719, device='cuda:0')"
800,1.172785997390747,0.8460941910743713,0.9586228132247925,0.16126996278762817,119.90159606933594,"tensor(162961.7344, device='cuda:0')"
900,1.1352360248565674,0.8153112530708313,0.9437386989593506,0.28835248947143555,337.15594482421875,"tensor(130309.2031, device='cuda:0')"
1000,0.762377917766571,0.6293836832046509,0.7573392987251282,0.41345447301864624,141.74620056152344,"tensor(117152.5312, device='cuda:0')"
1100,0.6750752925872803,0.6067979335784912,0.7021651268005371,0.5034475326538086,165.91278076171875,"tensor(118991.0078, device='cuda:0')"
1200,0.477091908454895,0.4791466295719147,0.5773628950119019,0.6416172981262207,195.9979705810547,"tensor(111948.3906, device='cuda:0')"
1300,0.4062017500400543,0.4334504306316376,0.5255155563354492,0.7502681016921997,292.52783203125,"tensor(105319.9609, device='cuda:0')"
1400,0.3484923243522644,0.370168536901474,0.4872799515724182,0.7843366265296936,152.9723358154297,"tensor(85585.7109, device='cuda:0')"
1500,0.1749388873577118,0.2384783923625946,0.32155147194862366,0.8972154259681702,189.95852661132812,"tensor(37786.4297, device='cuda:0')"
1600,0.15096846222877502,0.2225925624370575,0.2901563346385956,0.9224772453308105,401.1412353515625,"tensor(42709.5625, device='cuda:0')"
1700,0.11725842952728271,0.18941640853881836,0.24583227932453156,0.9349340200424194,155.77316284179688,"tensor(38458.5430, device='cuda:0')"
1800,0.11958873271942139,0.18476217985153198,0.25329840183258057,0.9390422105789185,192.667724609375,"tensor(45106.4961, device='cuda:0')"
1900,0.11514388769865036,0.17795631289482117,0.24850954115390778,0.9417230486869812,279.6109313964844,"tensor(29979.6855, device='cuda:0')"
2000,0.12717175483703613,0.1877521276473999,0.26616933941841125,0.9334461688995361,145.7967529296875,"tensor(23062.4453, device='cuda:0')"
2100,0.07820802927017212,0.13714855909347534,0.19251872599124908,0.9606113433837891,147.91868591308594,"tensor(31750.5000, device='cuda:0')"
2200,0.08792933076620102,0.1528908759355545,0.20509038865566254,0.9569107890129089,105.35623931884766,"tensor(25139.2461, device='cuda:0')"
2300,0.1640062779188156,0.22056713700294495,0.3127876818180084,0.912894606590271,294.0394287109375,"tensor(113268.5312, device='cuda:0')"
2400,0.08315169811248779,0.14380115270614624,0.20002837479114532,0.9603095054626465,138.86984252929688,"tensor(74132.9219, device='cuda:0')"
2500,0.0984625518321991,0.1547982543706894,0.2280856817960739,0.9511584043502808,345.4886474609375,"tensor(68021.6328, device='cuda:0')"
2600,0.08504539728164673,0.14399874210357666,0.20456239581108093,0.9555425643920898,209.70211791992188,"tensor(93922.0312, device='cuda:0')"
