Step,Phase,Loss,MAE_norm,MAE_Watts,RMSE,R2,P95_Error_pct,MAPE,MaxErr,lambda3,lambda4
100,TRAIN,0.6160988211631775,0.2133350968360901,0.6160299777984619,0.25932058691978455,0.1858140230178833,67.2435302734375,30.72148561477661,1.5324630737304688,1.0,0.1
125,VALID,0.024489701143465936,0.11911199241876602,0.3827025592327118,0.15961822867393494,0.6982583999633789,52.489952087402344,18.561379611492157,2.4536943435668945,1.0,0.1
200,TRAIN,0.41842931509017944,0.095033198595047,0.2923641800880432,0.1304543912410736,0.7871680855751038,39.07143783569336,13.947537541389465,1.2449290752410889,1.0,0.1
250,VALID,0.014870801154756919,0.08140027523040771,0.25309959053993225,0.11667265743017197,0.838783860206604,41.768672943115234,12.488573044538498,1.3219598531723022,1.0,0.1
300,TRAIN,0.28287065029144287,0.061292894184589386,0.19593681395053864,0.09162403643131256,0.8983851671218872,33.54216003417969,9.009474515914917,0.798513650894165,1.0,0.1
375,VALID,0.012185819097794592,0.07238269597291946,0.2297307252883911,0.10010617226362228,0.881316065788269,35.03290939331055,11.08352392911911,1.1843583583831787,1.0,0.1
400,TRAIN,0.2041008174419403,0.08109763264656067,0.281181275844574,0.11176671087741852,0.8425869941711426,29.043785095214844,11.271152645349503,1.3214890956878662,1.0,0.1
500,TRAIN,0.15077504515647888,0.10481205582618713,0.3267824947834015,0.13450120389461517,0.7923469543457031,59.89219284057617,18.16699206829071,1.0370509624481201,1.0,0.1
500,VALID,0.011440103757195175,0.07158446311950684,0.2297854721546173,0.09307359904050827,0.8974056839942932,31.64812469482422,11.190178990364075,1.1086983680725098,1.0,0.1
600,TRAIN,0.08264920860528946,0.07109946012496948,0.22056561708450317,0.09796063601970673,0.8781970739364624,33.00894546508789,10.736643522977829,0.7491188049316406,1.0,0.1
625,VALID,0.010687222675187513,0.06791258603334427,0.2232697606086731,0.0887303501367569,0.9067573547363281,29.99790382385254,10.254387557506561,1.18483304977417,1.0,0.1
700,TRAIN,0.03757914900779724,0.054389193654060364,0.18752387166023254,0.06933930516242981,0.9504668712615967,18.721036911010742,8.286850154399872,0.8680200576782227,1.0,0.1
750,VALID,0.01031390110438224,0.06566222757101059,0.21915943920612335,0.08707763254642487,0.9101985096931458,27.591188430786133,9.686670452356339,1.269599437713623,1.0,0.1
800,TRAIN,0.008499406278133392,0.06870399415493011,0.25286242365837097,0.08520921319723129,0.9284847974777222,22.2349910736084,10.110893845558167,1.1999611854553223,1.0,0.1
875,VALID,0.010130582610145211,0.06471285223960876,0.21724209189414978,0.08609603345394135,0.9122117161750793,26.47035789489746,9.460803121328354,1.3033418655395508,1.0,0.1
900,TRAIN,-0.022923901677131653,0.06851933151483536,0.24522560834884644,0.08839976042509079,0.9135663509368896,20.094568252563477,9.390535205602646,0.9396967887878418,1.0,0.1
1000,TRAIN,-0.047702692449092865,0.062083739787340164,0.1989661008119583,0.07793739438056946,0.92533940076828,27.84022331237793,9.495145082473755,0.6434509754180908,1.0,0.1
1000,VALID,0.009845606371527538,0.06462627649307251,0.2149428427219391,0.08288253843784332,0.9186427593231201,25.96446418762207,9.685323387384415,1.2628092765808105,1.0,0.1
1100,TRAIN,-0.061599209904670715,0.06684199720621109,0.24326297640800476,0.09297268092632294,0.9020451307296753,23.843015670776367,9.22580361366272,1.1729516983032227,1.0,0.1
1125,VALID,0.009629810374462977,0.0635688379406929,0.20989100635051727,0.08150972425937653,0.9213154911994934,25.875303268432617,9.597990661859512,1.182682752609253,1.0,0.1
1200,TRAIN,-0.08372178673744202,0.06720759719610214,0.21912379562854767,0.07949364930391312,0.9108423590660095,23.218917846679688,10.653933882713318,0.5452337265014648,1.0,0.1
1250,VALID,0.00943556780111976,0.06266258656978607,0.20712235569953918,0.08028344810009003,0.9236652255058289,25.090105056762695,9.406731277704239,1.2017297744750977,1.0,0.1
1300,TRAIN,-0.10305853933095932,0.05415372923016548,0.20160654187202454,0.07035429775714874,0.9472127556800842,18.903255462646484,7.589685916900635,0.9362821578979492,1.0,0.1
1375,VALID,0.00947499785979744,0.06319461762905121,0.20798853039741516,0.08013065904378891,0.923955500125885,25.194591522216797,9.595715999603271,1.1930937767028809,1.0,0.1
1400,TRAIN,-0.07674979418516159,0.1178467720746994,0.42553824186325073,0.1331065148115158,0.7382211685180664,27.5903377532959,15.237751603126526,1.2840561866760254,1.0,0.1
1500,TRAIN,-0.10494080185890198,0.08714893460273743,0.30035874247550964,0.10768192261457443,0.8474403619766235,27.801008224487305,11.810100823640823,0.9305286407470703,1.0,0.1
1500,VALID,0.009333642563433386,0.06127593666315079,0.20323966443538666,0.08082236349582672,0.9226369857788086,24.62824249267578,8.968489617109299,1.2120816707611084,1.0,0.1
1600,TRAIN,-0.12223173677921295,0.0762234628200531,0.24298225343227386,0.09377129375934601,0.8817819356918335,25.920089721679688,11.53714507818222,0.7624659538269043,1.0,0.1
1625,VALID,0.009804511617403477,0.06578897684812546,0.2141057848930359,0.08087529987096786,0.9225355982780457,25.64585304260254,10.26100218296051,0.9799861907958984,1.0,0.1
1700,TRAIN,-0.14248695969581604,0.05814271792769432,0.19940762221813202,0.06953799724578857,0.9453568458557129,20.871305465698242,8.864589780569077,0.6538262367248535,1.0,0.1
1750,VALID,0.009116055371123366,0.061252620071172714,0.2003345787525177,0.07815008610486984,0.9276682138442993,24.461254119873047,9.26574170589447,1.154012680053711,1.0,0.1
1800,TRAIN,-0.12240345776081085,0.09089773893356323,0.29062017798423767,0.1014316976070404,0.8938348293304443,31.987686157226562,15.269176661968231,0.6586008071899414,1.0,0.1
1875,VALID,0.009201033433782868,0.06225825101137161,0.2012181133031845,0.07784254103899002,0.9282363653182983,25.26224708557129,9.647564589977264,1.0943183898925781,1.0,0.1
1900,TRAIN,-0.1518774926662445,0.06214813515543938,0.19744160771369934,0.0763310119509697,0.9399278163909912,23.5904483795166,9.63631272315979,0.543062686920166,1.0,0.1
2000,TRAIN,-0.12064635753631592,0.08879746496677399,0.32210516929626465,0.10917763411998749,0.8234272003173828,25.659732818603516,11.65381744503975,1.1031551361083984,1.0,0.1
2000,VALID,0.008945020439568907,0.06012118235230446,0.19646769762039185,0.07736842334270477,0.9291079044342041,24.26587677001953,9.003886580467224,1.1664352416992188,1.0,0.1
2100,TRAIN,-0.14727747440338135,0.07438480854034424,0.24752181768417358,0.08909761160612106,0.9146318435668945,25.90907859802246,11.713997274637222,0.9589686393737793,1.0,0.1
2125,VALID,0.009311038913438097,0.06310682743787766,0.20428383350372314,0.07805223017930984,0.9278492331504822,24.906917572021484,9.843506664037704,1.0127573013305664,1.0,0.1
2200,TRAIN,-0.1336214244365692,0.0852414071559906,0.2773403525352478,0.10138511657714844,0.8448988795280457,30.256288528442383,13.160240650177002,0.7736225128173828,1.0,0.1
2250,VALID,0.008910645410651341,0.060246098786592484,0.19801969826221466,0.07687375694513321,0.930011510848999,24.508201599121094,9.065305441617966,1.158289909362793,1.0,0.1
2300,TRAIN,-0.17944025993347168,0.05189570039510727,0.17122752964496613,0.0668138861656189,0.9498288035392761,16.808473587036133,7.677862048149109,0.6185870170593262,1.0,0.1
2375,VALID,0.008705125699634664,0.059241410344839096,0.19303826987743378,0.07523085922002792,0.9329710602760315,23.619762420654297,9.01266485452652,1.1126213073730469,1.0,0.1
2400,TRAIN,-0.13643859326839447,0.08455482125282288,0.2797565162181854,0.0997946560382843,0.8766214847564697,33.727455139160156,14.06390368938446,0.7809569835662842,1.0,0.1
2500,TRAIN,-0.13766995072364807,0.08044478297233582,0.276486873626709,0.09882093966007233,0.8727589249610901,29.329486846923828,12.715348601341248,0.9066076278686523,1.0,0.1
2500,VALID,0.008633944249595515,0.058883097022771835,0.19181394577026367,0.07470829784870148,0.9338990449905396,23.14716339111328,8.968649804592133,1.02964448928833,1.0,0.1
2600,TRAIN,-0.19013111293315887,0.050400931388139725,0.16066165268421173,0.06241649389266968,0.9502732753753662,18.976974487304688,7.961951196193695,0.48872828483581543,1.0,0.1
2625,VALID,0.008555982552934438,0.057121675461530685,0.18652844429016113,0.07604499906301498,0.9315124750137329,24.066835403442383,8.362747728824615,1.1068434715270996,1.0,0.1
2700,TRAIN,-0.16011467576026917,0.06238088011741638,0.19283261895179749,0.08677446842193604,0.9041848182678223,27.322711944580078,9.138137102127075,0.6000684499740601,1.0,0.1
2750,VALID,0.008334684767760336,0.05741192772984505,0.1872575283050537,0.07271236926317215,0.937383770942688,23.07317543029785,8.781173825263977,1.00791597366333,1.0,0.1
2800,TRAIN,-0.07429356127977371,0.10840039700269699,0.38075023889541626,0.12923218309879303,0.7978100180625916,29.547260284423828,14.247606694698334,1.0930290222167969,1.0,0.1
2875,VALID,0.008215349735110067,0.05703141167759895,0.18570460379123688,0.07159138470888138,0.9392995834350586,22.883996963500977,8.789955079555511,0.9771084785461426,1.0,0.1
2900,TRAIN,-0.155116468667984,0.06959009170532227,0.2481374442577362,0.0887196734547615,0.9181464910507202,23.470197677612305,9.88907665014267,1.36973237991333,1.0,0.1
3000,TRAIN,-0.20381006598472595,0.04452943429350853,0.14072751998901367,0.05551735311746597,0.9650397300720215,18.06177520751953,6.978154182434082,0.5015316009521484,1.0,0.1
3000,VALID,0.007879453158238903,0.054251208901405334,0.17802812159061432,0.07080983370542526,0.9406176209449768,21.660676956176758,8.039677143096924,1.0563068389892578,1.0,0.1
3100,TRAIN,-0.20241276919841766,0.04549599438905716,0.15656857192516327,0.05770954489707947,0.9616999626159668,17.560396194458008,6.635226309299469,0.60211181640625,1.0,0.1
3125,VALID,0.008118229219689965,0.05514921993017197,0.18137499690055847,0.07305765151977539,0.9367876648902893,22.241275787353516,7.998406141996384,1.0209918022155762,1.0,0.1
3200,TRAIN,-0.16810299456119537,0.06371066719293594,0.2177157998085022,0.08191144466400146,0.9249940514564514,21.653766632080078,8.981653302907944,0.8231935501098633,1.0,0.1
