Step,Phase,Loss,MAE_norm,MAE_Watts,RMSE,R2,P95_Error_pct,MAPE,MaxErr
100,TRAIN,0.038004688918590546,0.15375110507011414,0.5796886682510376,0.2155655324459076,0.5372098088264465,86.49368286132812,27.197885513305664,2.631112575531006
125,VALID,0.017257434752536938,0.09162876754999161,0.30538538098335266,0.1258264183998108,0.8164392709732056,43.13713455200195,14.233390986919403,1.7793728113174438
200,TRAIN,0.011069701984524727,0.06509947031736374,0.19550056755542755,0.09549612551927567,0.8836624622344971,38.59201431274414,10.17385795712471,1.0481228828430176
250,VALID,0.011013794530299492,0.06571551412343979,0.20446830987930298,0.09459732472896576,0.8962486386299133,33.67442321777344,10.210617631673813,1.1749533414840698
300,TRAIN,0.013976901769638062,0.08251997828483582,0.2410311996936798,0.10700377821922302,0.863312304019928,36.022857666015625,13.143065571784973,1.143413782119751
375,VALID,0.010111253985087387,0.06159592047333717,0.1928289234638214,0.08909981697797775,0.9079571962356567,31.07439613342285,9.35152843594551,1.155475378036499
400,TRAIN,0.008808000013232231,0.055104225873947144,0.17462946474552155,0.08121055364608765,0.9365527033805847,26.136489868164062,8.640599995851517,0.9606876373291016
500,TRAIN,0.013371878303587437,0.08086267113685608,0.2372790277004242,0.10281645506620407,0.8769813179969788,32.257667541503906,13.754913210868835,0.9846858978271484
500,VALID,0.009659461444243789,0.0608459897339344,0.191603884100914,0.08484524488449097,0.9165375232696533,30.787330627441406,9.486078470945358,1.0390079021453857
600,TRAIN,0.010157585144042969,0.061336446553468704,0.20692819356918335,0.08970998227596283,0.9157631993293762,30.159378051757812,8.611181378364563,0.8635525703430176
625,VALID,0.00928061580634676,0.05880817770957947,0.18664738535881042,0.08241009712219238,0.9212597012519836,29.582599639892578,9.008459746837616,1.0332127809524536
700,TRAIN,0.00639548571780324,0.04610709473490715,0.1428242325782776,0.05974573269486427,0.9469469785690308,17.5695858001709,7.001328468322754,0.5370590686798096
750,VALID,0.008828414109302685,0.05633983016014099,0.178861603140831,0.07989241927862167,0.9259973764419556,27.3347110748291,8.457984030246735,1.0173125267028809
800,TRAIN,0.01135639101266861,0.06737035512924194,0.20312577486038208,0.09611821174621582,0.8607528805732727,29.257049560546875,9.679500758647919,0.8978211879730225
