Time(s),Vin(V),Vout(V)
-9.625000E-005,-1.07758e+01,-9.23798e+00
-9.622000E-005,-1.07758e+01,-9.43899e+00
-9.619000E-005,-1.11778e+01,-9.23798e+00
-9.616000E-005,-1.11778e+01,-9.23798e+00
-9.613000E-005,-1.11778e+01,-9.23798e+00
-9.610000E-005,-1.07758e+01,-9.43899e+00
-9.607000E-005,-1.07758e+01,-9.23798e+00
-9.604000E-005,-1.15798e+01,-9.23798e+00
-9.601000E-005,-1.11778e+01,-9.23798e+00
-9.598000E-005,-1.07758e+01,-9.23798e+00
-9.595000E-005,-1.11778e+01,-9.43899e+00
-9.592000E-005,-1.11778e+01,-9.43899e+00
-9.589000E-005,-1.07758e+01,-9.43899e+00
-9.586000E-005,-1.07758e+01,-9.43899e+00
-9.583000E-005,-1.11778e+01,-9.23798e+00
-9.580000E-005,-1.11778e+01,-9.23798e+00
-9.577000E-005,-1.11778e+01,-9.23798e+00
-9.574000E-005,-1.11778e+01,-9.23798e+00
-9.571000E-005,-1.11778e+01,-9.23798e+00
-9.568000E-005,-1.11778e+01,-9.23798e+00
-9.565000E-005,-1.11778e+01,-9.23798e+00
-9.562000E-005,-1.07758e+01,-9.23798e+00
-9.559000E-005,-1.07758e+01,-9.23798e+00
-9.556000E-005,-1.11778e+01,-9.23798e+00
-9.553000E-005,-1.11778e+01,-9.23798e+00
-9.550000E-005,-1.11778e+01,-9.43899e+00
-9.547000E-005,-1.11778e+01,-9.23798e+00
-9.544000E-005,-1.11778e+01,-9.23798e+00
-9.541000E-005,-1.07758e+01,-9.23798e+00
-9.538000E-005,-1.07758e+01,-9.23798e+00
-9.535000E-005,-1.11778e+01,-9.23798e+00
-9.532000E-005,-1.07758e+01,-9.23798e+00
-9.529000E-005,-1.11778e+01,-9.43899e+00
-9.526000E-005,-1.07758e+01,-9.23798e+00
-9.523000E-005,-1.07758e+01,-9.03698e+00
-9.520000E-005,-1.11778e+01,-9.23798e+00
-9.517000E-005,-1.11778e+01,-9.23798e+00
-9.514000E-005,-1.15798e+01,-9.23798e+00
-9.511000E-005,-1.07758e+01,-9.23798e+00
-9.508000E-005,-1.11778e+01,-9.23798e+00
-9.505000E-005,-1.07758e+01,-9.23798e+00
-9.502000E-005,-1.07758e+01,-9.23798e+00
-9.499000E-005,-1.11778e+01,-9.23798e+00
-9.496000E-005,-1.11778e+01,-9.23798e+00
-9.493000E-005,-1.11778e+01,-9.23798e+00
-9.490000E-005,-1.07758e+01,-9.23798e+00
-9.487000E-005,-1.07758e+01,-9.43899e+00
-9.484000E-005,-1.11778e+01,-9.23798e+00
-9.481000E-005,-1.11778e+01,-9.23798e+00
-9.478000E-005,-1.11778e+01,-9.43899e+00
-9.475000E-005,-1.11778e+01,-9.23798e+00
-9.472000E-005,-1.07758e+01,-9.23798e+00
-9.469000E-005,-1.11778e+01,-9.23798e+00
-9.466000E-005,-1.11778e+01,-9.23798e+00
-9.463000E-005,-1.11778e+01,-9.23798e+00
-9.460000E-005,-1.07758e+01,-9.23798e+00
-9.457000E-005,-1.07758e+01,-9.43899e+00
-9.454000E-005,-1.11778e+01,-9.43899e+00
-9.451000E-005,-1.11778e+01,-9.23798e+00
-9.448000E-005,-1.11778e+01,-9.23798e+00
-9.445000E-005,-1.11778e+01,-9.23798e+00
-9.442000E-005,-1.11778e+01,-9.23798e+00
-9.439000E-005,-1.11778e+01,-9.23798e+00
-9.436000E-005,-1.11778e+01,-9.23798e+00
-9.433000E-005,-1.11778e+01,-9.23798e+00
-9.430000E-005,-1.11778e+01,-9.43899e+00
-9.427000E-005,-1.07758e+01,-9.43899e+00
-9.424000E-005,-1.11778e+01,-9.23798e+00
-9.421000E-005,-1.11778e+01,-9.23798e+00
-9.418000E-005,-1.11778e+01,-9.23798e+00
-9.415000E-005,-1.11778e+01,-9.23798e+00
-9.412000E-005,-1.11778e+01,-9.43899e+00
-9.409000E-005,-1.11778e+01,-9.43899e+00
-9.406000E-005,-1.11778e+01,-9.43899e+00
-9.403000E-005,-1.07758e+01,-9.23798e+00
-9.400000E-005,-1.11778e+01,-9.23798e+00
-9.397000E-005,-1.07758e+01,-9.23798e+00
-9.394000E-005,-1.07758e+01,-9.23798e+00
-9.391000E-005,-1.11778e+01,-9.43899e+00
-9.388000E-005,-1.11778e+01,-9.23798e+00
-9.385000E-005,-1.07758e+01,-9.43899e+00
-9.382000E-005,-1.15798e+01,-9.23798e+00
-9.379000E-005,-1.11778e+01,-9.23798e+00
-9.376000E-005,-1.11778e+01,-9.23798e+00
-9.373000E-005,-1.11778e+01,-9.23798e+00
-9.370000E-005,-1.11778e+01,-9.23798e+00
-9.367000E-005,-1.07758e+01,-9.23798e+00
-9.364000E-005,-1.07758e+01,-9.43899e+00
-9.361000E-005,-1.11778e+01,-9.23798e+00
-9.358000E-005,-1.11778e+01,-9.23798e+00
-9.355000E-005,-1.07758e+01,-9.43899e+00
-9.352000E-005,-1.11778e+01,-9.23798e+00
-9.349000E-005,-1.11778e+01,-9.23798e+00
-9.346000E-005,-1.11778e+01,-9.43899e+00
-9.343000E-005,-1.07758e+01,-9.43899e+00
-9.340000E-005,-1.07758e+01,-9.43899e+00
-9.337000E-005,-1.11778e+01,-9.23798e+00
-9.334000E-005,-1.11778e+01,-9.43899e+00
-9.331000E-005,-1.11778e+01,-9.23798e+00
-9.328000E-005,-1.11778e+01,-9.23798e+00
-9.325000E-005,-1.11778e+01,-9.43899e+00
-9.322000E-005,-1.11778e+01,-9.23798e+00
-9.319000E-005,-1.11778e+01,-9.23798e+00
-9.316000E-005,-1.11778e+01,-9.23798e+00
-9.313000E-005,-1.11778e+01,-9.43899e+00
-9.310000E-005,-1.07758e+01,-9.43899e+00
-9.307000E-005,-1.07758e+01,-9.23798e+00
-9.304000E-005,-1.11778e+01,-9.23798e+00
-9.301000E-005,-1.11778e+01,-9.23798e+00
-9.298000E-005,-1.07758e+01,-9.43899e+00
-9.295000E-005,-1.11778e+01,-9.23798e+00
-9.292000E-005,-1.07758e+01,-9.23798e+00
-9.289000E-005,-1.11778e+01,-9.23798e+00
-9.286000E-005,-1.11778e+01,-9.23798e+00
-9.283000E-005,-1.07758e+01,-9.43899e+00
-9.280000E-005,-1.07758e+01,-9.43899e+00
-9.277000E-005,-1.11778e+01,-9.23798e+00
-9.274000E-005,-1.07758e+01,-9.43899e+00
-9.271000E-005,-1.11778e+01,-9.43899e+00
-9.268000E-005,-1.11778e+01,-9.23798e+00
-9.265000E-005,-1.11778e+01,-9.23798e+00
-9.262000E-005,-1.11778e+01,-9.23798e+00
-9.259000E-005,-1.11778e+01,-9.23798e+00
-9.256000E-005,-1.11778e+01,-9.43899e+00
-9.253000E-005,-1.11778e+01,-9.23798e+00
-9.250000E-005,-1.11778e+01,-9.43899e+00
-9.247000E-005,-1.07758e+01,-9.23798e+00
-9.244000E-005,-1.11778e+01,-9.23798e+00
-9.241000E-005,-1.07758e+01,-9.23798e+00
-9.238000E-005,-1.11778e+01,-9.23798e+00
-9.235000E-005,-1.11778e+01,-9.23798e+00
-9.232000E-005,-1.11778e+01,-9.23798e+00
-9.229000E-005,-1.11778e+01,-9.23798e+00
-9.226000E-005,-1.07758e+01,-9.23798e+00
-9.223000E-005,-1.11778e+01,-9.23798e+00
-9.220000E-005,-1.07758e+01,-9.23798e+00
-9.217000E-005,-1.07758e+01,-9.23798e+00
-9.214000E-005,-1.11778e+01,-9.43899e+00
-9.211000E-005,-1.11778e+01,-9.23798e+00
-9.208000E-005,-1.11778e+01,-9.23798e+00
-9.205000E-005,-1.11778e+01,-9.23798e+00
-9.202000E-005,-1.11778e+01,-9.03698e+00
-9.199000E-005,-1.07758e+01,-9.23798e+00
-9.196000E-005,-1.11778e+01,-9.23798e+00
-9.193000E-005,-1.11778e+01,-9.23798e+00
-9.190000E-005,-1.11778e+01,-9.23798e+00
-9.187000E-005,-1.11778e+01,-9.23798e+00
-9.184000E-005,-1.11778e+01,-9.43899e+00
-9.181000E-005,-1.11778e+01,-9.23798e+00
-9.178000E-005,-1.07758e+01,-9.23798e+00
-9.175000E-005,-1.07758e+01,-9.43899e+00
-9.172000E-005,-1.11778e+01,-9.03698e+00
-9.169000E-005,-1.11778e+01,-9.23798e+00
-9.166000E-005,-1.07758e+01,-9.23798e+00
-9.163000E-005,-1.07758e+01,-9.43899e+00
-9.160000E-005,-1.07758e+01,-9.23798e+00
-9.157000E-005,-1.11778e+01,-9.23798e+00
-9.154000E-005,-1.11778e+01,-9.23798e+00
-9.151000E-005,-1.11778e+01,-9.43899e+00
-9.148000E-005,-1.11778e+01,-9.23798e+00
-9.145000E-005,-1.11778e+01,-9.23798e+00
-9.142000E-005,-1.07758e+01,-9.43899e+00
-9.139000E-005,-1.15798e+01,-9.23798e+00
-9.136000E-005,-1.11778e+01,-9.23798e+00
-9.133000E-005,-1.11778e+01,-9.23798e+00
-9.130000E-005,-1.11778e+01,-9.23798e+00
-9.127000E-005,-1.11778e+01,-9.23798e+00
-9.124000E-005,-1.11778e+01,-9.23798e+00
-9.121000E-005,-1.07758e+01,-9.23798e+00
-9.118000E-005,-1.11778e+01,-9.43899e+00
-9.115000E-005,-1.11778e+01,-9.23798e+00
-9.112000E-005,-1.11778e+01,-9.23798e+00
-9.109000E-005,-1.07758e+01,-9.23798e+00
-9.106000E-005,-1.11778e+01,-9.23798e+00
-9.103000E-005,-1.07758e+01,-9.23798e+00
-9.100000E-005,-1.11778e+01,-9.23798e+00
-9.097000E-005,-1.11778e+01,-9.23798e+00
-9.094000E-005,-1.11778e+01,-9.23798e+00
-9.091000E-005,-1.11778e+01,-9.23798e+00
-9.088000E-005,-1.11778e+01,-9.23798e+00
-9.085000E-005,-1.11778e+01,-9.23798e+00
-9.082000E-005,-1.11778e+01,-9.43899e+00
-9.079000E-005,-1.11778e+01,-9.23798e+00
-9.076000E-005,-1.11778e+01,-9.23798e+00
-9.073000E-005,-1.11778e+01,-9.23798e+00
-9.070000E-005,-1.11778e+01,-9.43899e+00
-9.067000E-005,-1.11778e+01,-9.43899e+00
-9.064000E-005,-1.11778e+01,-9.23798e+00
-9.061000E-005,-1.11778e+01,-9.23798e+00
-9.058000E-005,-1.11778e+01,-9.43899e+00
-9.055000E-005,-1.11778e+01,-9.23798e+00
-9.052000E-005,-1.11778e+01,-9.23798e+00
-9.049000E-005,-1.07758e+01,-9.23798e+00
-9.046000E-005,-1.11778e+01,-9.23798e+00
-9.043000E-005,-1.11778e+01,-9.43899e+00
-9.040000E-005,-1.11778e+01,-9.23798e+00
-9.037000E-005,-1.07758e+01,-9.23798e+00
-9.034000E-005,-1.07758e+01,-9.43899e+00
-9.031000E-005,-1.07758e+01,-9.23798e+00
-9.028000E-005,-1.11778e+01,-9.43899e+00
-9.025000E-005,-1.11778e+01,-9.23798e+00
-9.022000E-005,-1.07758e+01,-9.23798e+00
-9.019000E-005,-1.11778e+01,-9.23798e+00
-9.016000E-005,-1.07758e+01,-9.43899e+00
-9.013000E-005,-1.07758e+01,-9.23798e+00
-9.010000E-005,-1.11778e+01,-9.43899e+00
-9.007000E-005,-1.11778e+01,-9.23798e+00
-9.004000E-005,-1.15798e+01,-9.23798e+00
-9.001000E-005,-1.11778e+01,-9.23798e+00
-8.998000E-005,-1.11778e+01,-9.43899e+00
-8.995000E-005,-1.11778e+01,-9.23798e+00
-8.992000E-005,-1.15798e+01,-9.43899e+00
-8.989000E-005,-1.11778e+01,-9.43899e+00
-8.986000E-005,-1.07758e+01,-9.43899e+00
-8.983000E-005,-1.11778e+01,-9.23798e+00
-8.980000E-005,-1.11778e+01,-9.43899e+00
-8.977000E-005,-1.11778e+01,-9.23798e+00
-8.974000E-005,-1.11778e+01,-9.43899e+00
-8.971000E-005,-1.07758e+01,-9.43899e+00
-8.968000E-005,-1.07758e+01,-9.23798e+00
-8.965000E-005,-1.11778e+01,-9.23798e+00
-8.962000E-005,-1.11778e+01,-9.43899e+00
-8.959000E-005,-1.11778e+01,-9.43899e+00
-8.956000E-005,-1.07758e+01,-9.43899e+00
-8.953000E-005,-1.11778e+01,-9.03698e+00
-8.950000E-005,-1.11778e+01,-9.43899e+00
-8.947000E-005,-1.11778e+01,-9.43899e+00
-8.944000E-005,-1.07758e+01,-9.23798e+00
-8.941000E-005,-1.11778e+01,-9.43899e+00
-8.938000E-005,-1.15798e+01,-9.23798e+00
-8.935000E-005,-1.07758e+01,-9.23798e+00
-8.932000E-005,-1.11778e+01,-9.23798e+00
-8.929000E-005,-1.11778e+01,-9.43899e+00
-8.926000E-005,-1.11778e+01,-9.23798e+00
-8.923000E-005,-1.11778e+01,-9.23798e+00
-8.920000E-005,-1.11778e+01,-9.23798e+00
-8.917000E-005,-1.07758e+01,-9.23798e+00
-8.914000E-005,-1.11778e+01,-9.23798e+00
-8.911000E-005,-1.11778e+01,-9.23798e+00
-8.908000E-005,-1.07758e+01,-9.43899e+00
-8.905000E-005,-1.11778e+01,-9.23798e+00
-8.902000E-005,-1.11778e+01,-9.23798e+00
-8.899000E-005,-1.11778e+01,-9.23798e+00
-8.896000E-005,-1.11778e+01,-9.23798e+00
-8.893000E-005,-1.11778e+01,-9.23798e+00
-8.890000E-005,-1.11778e+01,-9.43899e+00
-8.887000E-005,-1.11778e+01,-9.03698e+00
-8.884000E-005,-1.11778e+01,-9.23798e+00
-8.881000E-005,-1.11778e+01,-9.23798e+00
-8.878000E-005,-1.11778e+01,-9.23798e+00
-8.875000E-005,-1.07758e+01,-9.43899e+00
-8.872000E-005,-1.11778e+01,-9.23798e+00
-8.869000E-005,-1.11778e+01,-9.23798e+00
-8.866000E-005,-1.11778e+01,-9.43899e+00
-8.863000E-005,-1.15798e+01,-9.23798e+00
-8.860000E-005,-1.11778e+01,-9.23798e+00
-8.857000E-005,-1.11778e+01,-9.43899e+00
-8.854000E-005,-1.11778e+01,-9.23798e+00
-8.851000E-005,-1.07758e+01,-9.23798e+00
-8.848000E-005,-1.11778e+01,-9.43899e+00
-8.845000E-005,-1.11778e+01,-9.43899e+00
-8.842000E-005,-1.11778e+01,-9.43899e+00
-8.839000E-005,-1.11778e+01,-9.43899e+00
-8.836000E-005,-1.11778e+01,-9.03698e+00
-8.833000E-005,-1.11778e+01,-9.23798e+00
-8.830000E-005,-1.11778e+01,-9.23798e+00
-8.827000E-005,-1.11778e+01,-9.23798e+00
-8.824000E-005,-1.11778e+01,-9.43899e+00
-8.821000E-005,-1.11778e+01,-9.23798e+00
-8.818000E-005,-1.15798e+01,-9.23798e+00
-8.815000E-005,-1.11778e+01,-9.23798e+00
-8.812000E-005,-1.07758e+01,-9.23798e+00
-8.809000E-005,-1.11778e+01,-9.43899e+00
-8.806000E-005,-1.11778e+01,-9.23798e+00
-8.803000E-005,-1.07758e+01,-9.43899e+00
-8.800000E-005,-1.15798e+01,-9.43899e+00
-8.797000E-005,-1.11778e+01,-9.43899e+00
-8.794000E-005,-1.11778e+01,-9.43899e+00
-8.791000E-005,-1.11778e+01,-9.43899e+00
-8.788000E-005,-1.07758e+01,-9.23798e+00
-8.785000E-005,-1.07758e+01,-9.43899e+00
-8.782000E-005,-1.07758e+01,-9.43899e+00
-8.779000E-005,-1.11778e+01,-9.23798e+00
-8.776000E-005,-1.15798e+01,-9.23798e+00
-8.773000E-005,-1.15798e+01,-9.23798e+00
-8.770000E-005,-1.11778e+01,-9.23798e+00
-8.767000E-005,-1.07758e+01,-9.43899e+00
-8.764000E-005,-1.11778e+01,-9.23798e+00
-8.761000E-005,-1.07758e+01,-9.23798e+00
-8.758000E-005,-1.11778e+01,-9.23798e+00
-8.755000E-005,-1.11778e+01,-9.23798e+00
-8.752000E-005,-1.11778e+01,-9.23798e+00
-8.749000E-005,-1.11778e+01,-9.23798e+00
-8.746000E-005,-1.11778e+01,-9.23798e+00
-8.743000E-005,-1.11778e+01,-9.43899e+00
-8.740000E-005,-1.07758e+01,-9.23798e+00
-8.737000E-005,-1.07758e+01,-9.23798e+00
-8.734000E-005,-1.07758e+01,-9.23798e+00
-8.731000E-005,-1.11778e+01,-9.43899e+00
-8.728000E-005,-1.11778e+01,-9.23798e+00
-8.725000E-005,-1.07758e+01,-9.43899e+00
-8.722000E-005,-1.11778e+01,-9.23798e+00
-8.719000E-005,-1.07758e+01,-9.23798e+00
-8.716000E-005,-1.11778e+01,-9.23798e+00
-8.713000E-005,-1.07758e+01,-9.23798e+00
-8.710000E-005,-1.11778e+01,-9.23798e+00
-8.707000E-005,-1.11778e+01,-9.23798e+00
-8.704000E-005,-1.07758e+01,-9.23798e+00
-8.701000E-005,-1.11778e+01,-9.23798e+00
-8.698000E-005,-1.11778e+01,-9.43899e+00
-8.695000E-005,-1.11778e+01,-9.23798e+00
-8.692000E-005,-1.11778e+01,-9.23798e+00
-8.689000E-005,-1.11778e+01,-9.23798e+00
-8.686000E-005,-1.11778e+01,-9.23798e+00
-8.683000E-005,-1.11778e+01,-9.23798e+00
-8.680000E-005,-1.11778e+01,-9.43899e+00
-8.677000E-005,-1.11778e+01,-9.23798e+00
-8.674000E-005,-1.11778e+01,-9.23798e+00
-8.671000E-005,-1.11778e+01,-9.23798e+00
-8.668000E-005,-1.11778e+01,-9.23798e+00
-8.665000E-005,-1.07758e+01,-9.23798e+00
-8.662000E-005,-1.07758e+01,-9.43899e+00
-8.659000E-005,-1.11778e+01,-9.43899e+00
-8.656000E-005,-1.11778e+01,-9.23798e+00
-8.653000E-005,-1.11778e+01,-9.23798e+00
-8.650000E-005,-1.07758e+01,-9.23798e+00
-8.647000E-005,-1.07758e+01,-9.23798e+00
-8.644000E-005,-1.11778e+01,-9.23798e+00
-8.641000E-005,-1.11778e+01,-9.43899e+00
-8.638000E-005,-1.07758e+01,-9.43899e+00
-8.635000E-005,-1.11778e+01,-9.23798e+00
-8.632000E-005,-1.07758e+01,-9.23798e+00
-8.629000E-005,-1.11778e+01,-9.43899e+00
-8.626000E-005,-1.11778e+01,-9.23798e+00
-8.623000E-005,-1.11778e+01,-9.23798e+00
-8.620000E-005,-1.07758e+01,-9.43899e+00
-8.617000E-005,-1.11778e+01,-9.23798e+00
-8.614000E-005,-1.07758e+01,-9.43899e+00
-8.611000E-005,-1.11778e+01,-9.43899e+00
-8.608000E-005,-1.11778e+01,-9.23798e+00
-8.605000E-005,-1.11778e+01,-9.23798e+00
-8.602000E-005,-1.11778e+01,-9.23798e+00
-8.599000E-005,-1.11778e+01,-9.23798e+00
-8.596000E-005,-1.11778e+01,-9.23798e+00
-8.593000E-005,-1.11778e+01,-9.23798e+00
-8.590000E-005,-1.11778e+01,-9.23798e+00
-8.587000E-005,-1.07758e+01,-9.43899e+00
-8.584000E-005,-1.11778e+01,-9.43899e+00
-8.581000E-005,-1.07758e+01,-9.23798e+00
-8.578000E-005,-1.15798e+01,-9.43899e+00
-8.575000E-005,-1.11778e+01,-9.23798e+00
-8.572000E-005,-1.11778e+01,-9.23798e+00
-8.569000E-005,-1.11778e+01,-9.43899e+00
-8.566000E-005,-1.11778e+01,-9.23798e+00
-8.563000E-005,-1.11778e+01,-9.23798e+00
-8.560000E-005,-1.11778e+01,-9.43899e+00
-8.557000E-005,-1.07758e+01,-9.43899e+00
-8.554000E-005,-1.11778e+01,-9.23798e+00
-8.551000E-005,-1.11778e+01,-9.23798e+00
-8.548000E-005,-1.11778e+01,-9.03698e+00
-8.545000E-005,-1.11778e+01,-9.23798e+00
-8.542000E-005,-1.07758e+01,-9.23798e+00
-8.539000E-005,-1.11778e+01,-9.23798e+00
-8.536000E-005,-1.11778e+01,-9.23798e+00
-8.533000E-005,-1.11778e+01,-9.23798e+00
-8.530000E-005,-1.11778e+01,-9.23798e+00
-8.527000E-005,-1.11778e+01,-9.23798e+00
-8.524000E-005,-1.11778e+01,-9.43899e+00
-8.521000E-005,-1.11778e+01,-9.23798e+00
-8.518000E-005,-1.11778e+01,-9.23798e+00
-8.515000E-005,-1.11778e+01,-9.23798e+00
-8.512000E-005,-1.11778e+01,-9.23798e+00
-8.509000E-005,-1.11778e+01,-9.43899e+00
-8.506000E-005,-1.11778e+01,-9.23798e+00
-8.503000E-005,-1.11778e+01,-9.23798e+00
-8.500000E-005,-1.07758e+01,-9.23798e+00
-8.497000E-005,-1.11778e+01,-9.23798e+00
-8.494000E-005,-1.11778e+01,-9.23798e+00
-8.491000E-005,-1.11778e+01,-9.43899e+00
-8.488000E-005,-1.11778e+01,-9.23798e+00
-8.485000E-005,-1.11778e+01,-9.23798e+00
-8.482000E-005,-1.11778e+01,-9.43899e+00
-8.479000E-005,-1.07758e+01,-9.03698e+00
-8.476000E-005,-1.11778e+01,-9.23798e+00
-8.473000E-005,-1.07758e+01,-9.23798e+00
-8.470000E-005,-1.11778e+01,-9.23798e+00
-8.467000E-005,-1.11778e+01,-9.03698e+00
-8.464000E-005,-1.11778e+01,-9.43899e+00
-8.461000E-005,-1.11778e+01,-9.23798e+00
-8.458000E-005,-1.11778e+01,-9.23798e+00
-8.455000E-005,-1.07758e+01,-9.23798e+00
-8.452000E-005,-1.07758e+01,-9.23798e+00
-8.449000E-005,-1.07758e+01,-9.23798e+00
-8.446000E-005,-1.11778e+01,-9.43899e+00
-8.443000E-005,-1.11778e+01,-9.23798e+00
-8.440000E-005,-1.11778e+01,-9.23798e+00
-8.437000E-005,-1.11778e+01,-9.23798e+00
-8.434000E-005,-1.07758e+01,-9.23798e+00
-8.431000E-005,-1.11778e+01,-9.43899e+00
-8.428000E-005,-1.11778e+01,-9.23798e+00
-8.425000E-005,-1.11778e+01,-9.23798e+00
-8.422000E-005,-1.11778e+01,-9.23798e+00
-8.419000E-005,-1.11778e+01,-9.23798e+00
-8.416000E-005,-1.11778e+01,-9.23798e+00
-8.413000E-005,-1.07758e+01,-9.23798e+00
-8.410000E-005,-1.11778e+01,-9.23798e+00
-8.407000E-005,-1.11778e+01,-9.23798e+00
-8.404000E-005,-1.11778e+01,-9.43899e+00
-8.401000E-005,-1.07758e+01,-9.43899e+00
-8.398000E-005,-1.11778e+01,-9.23798e+00
-8.395000E-005,-1.11778e+01,-9.23798e+00
-8.392000E-005,-1.11778e+01,-9.23798e+00
-8.389000E-005,-1.11778e+01,-9.23798e+00
-8.386000E-005,-1.11778e+01,-9.23798e+00
-8.383000E-005,-1.11778e+01,-9.23798e+00
-8.380000E-005,-1.07758e+01,-9.43899e+00
-8.377000E-005,-1.11778e+01,-9.43899e+00
-8.374000E-005,-1.11778e+01,-9.23798e+00
-8.371000E-005,-1.07758e+01,-9.23798e+00
-8.368000E-005,-1.11778e+01,-9.23798e+00
-8.365000E-005,-1.11778e+01,-9.23798e+00
-8.362000E-005,-1.11778e+01,-9.23798e+00
-8.359000E-005,-1.11778e+01,-9.23798e+00
-8.356000E-005,-1.11778e+01,-9.23798e+00
-8.353000E-005,-1.11778e+01,-9.23798e+00
-8.350000E-005,-1.07758e+01,-9.03698e+00
-8.347000E-005,-1.07758e+01,-9.23798e+00
-8.344000E-005,-1.07758e+01,-9.23798e+00
-8.341000E-005,-1.11778e+01,-9.23798e+00
-8.338000E-005,-1.11778e+01,-9.43899e+00
-8.335000E-005,-1.07758e+01,-9.43899e+00
-8.332000E-005,-1.11778e+01,-9.23798e+00
-8.329000E-005,-1.11778e+01,-9.23798e+00
-8.326000E-005,-1.11778e+01,-9.23798e+00
-8.323000E-005,-1.07758e+01,-9.23798e+00
-8.320000E-005,-1.11778e+01,-9.23798e+00
-8.317000E-005,-1.11778e+01,-9.23798e+00
-8.314000E-005,-1.11778e+01,-9.23798e+00
-8.311000E-005,-1.11778e+01,-9.23798e+00
-8.308000E-005,-1.11778e+01,-9.23798e+00
-8.305000E-005,-1.11778e+01,-9.23798e+00
-8.302000E-005,-1.11778e+01,-9.23798e+00
-8.299000E-005,-1.11778e+01,-9.23798e+00
-8.296000E-005,-1.11778e+01,-9.43899e+00
-8.293000E-005,-1.11778e+01,-9.43899e+00
-8.290000E-005,-1.15798e+01,-9.23798e+00
-8.287000E-005,-1.11778e+01,-9.03698e+00
-8.284000E-005,-1.11778e+01,-9.23798e+00
-8.281000E-005,-1.11778e+01,-9.23798e+00
-8.278000E-005,-1.11778e+01,-9.43899e+00
-8.275000E-005,-1.11778e+01,-9.43899e+00
-8.272000E-005,-1.07758e+01,-9.23798e+00
-8.269000E-005,-1.07758e+01,-9.03698e+00
-8.266000E-005,-1.07758e+01,-9.23798e+00
-8.263000E-005,-1.07758e+01,-9.23798e+00
-8.260000E-005,-1.11778e+01,-9.23798e+00
-8.257000E-005,-1.11778e+01,-9.23798e+00
-8.254000E-005,-1.11778e+01,-9.23798e+00
-8.251000E-005,-1.07758e+01,-9.43899e+00
-8.248000E-005,-1.11778e+01,-9.43899e+00
-8.245000E-005,-1.11778e+01,-9.03698e+00
-8.242000E-005,-1.11778e+01,-9.23798e+00
-8.239000E-005,-1.07758e+01,-9.23798e+00
-8.236000E-005,-1.07758e+01,-9.23798e+00
-8.233000E-005,-1.07758e+01,-9.23798e+00
-8.230000E-005,-1.11778e+01,-9.23798e+00
-8.227000E-005,-1.07758e+01,-9.23798e+00
-8.224000E-005,-1.11778e+01,-9.23798e+00
-8.221000E-005,-1.07758e+01,-9.23798e+00
-8.218000E-005,-1.07758e+01,-9.03698e+00
-8.215000E-005,-1.11778e+01,-9.23798e+00
-8.212000E-005,-1.11778e+01,-9.43899e+00
-8.209000E-005,-1.11778e+01,-9.23798e+00
-8.206000E-005,-1.07758e+01,-9.23798e+00
-8.203000E-005,-1.07758e+01,-9.43899e+00
-8.200000E-005,-1.07758e+01,-9.43899e+00
-8.197000E-005,-1.07758e+01,-9.23798e+00
-8.194000E-005,-1.11778e+01,-9.23798e+00
-8.191000E-005,-1.11778e+01,-9.23798e+00
-8.188000E-005,-1.11778e+01,-9.23798e+00
-8.185000E-005,-1.07758e+01,-9.43899e+00
-8.182000E-005,-1.15798e+01,-9.43899e+00
-8.179000E-005,-1.07758e+01,-9.23798e+00
-8.176000E-005,-1.11778e+01,-9.23798e+00
-8.173000E-005,-1.11778e+01,-9.43899e+00
-8.170000E-005,-1.07758e+01,-9.43899e+00
-8.167000E-005,-1.11778e+01,-9.23798e+00
-8.164000E-005,-1.11778e+01,-9.23798e+00
-8.161000E-005,-1.07758e+01,-9.23798e+00
-8.158000E-005,-1.07758e+01,-9.23798e+00
-8.155000E-005,-1.11778e+01,-9.23798e+00
-8.152000E-005,-1.11778e+01,-9.43899e+00
-8.149000E-005,-1.07758e+01,-9.23798e+00
-8.146000E-005,-1.11778e+01,-9.23798e+00
-8.143000E-005,-1.07758e+01,-9.43899e+00
-8.140000E-005,-1.07758e+01,-9.23798e+00
-8.137000E-005,-1.07758e+01,-9.43899e+00
-8.134000E-005,-1.07758e+01,-9.43899e+00
-8.131000E-005,-1.11778e+01,-9.23798e+00
-8.128000E-005,-1.07758e+01,-9.23798e+00
-8.125000E-005,-1.07758e+01,-9.23798e+00
-8.122000E-005,-1.07758e+01,-9.23798e+00
-8.119000E-005,-1.07758e+01,-9.23798e+00
-8.116000E-005,-1.11778e+01,-9.43899e+00
-8.113000E-005,-1.11778e+01,-9.23798e+00
-8.110000E-005,-1.07758e+01,-9.23798e+00
-8.107000E-005,-1.07758e+01,-9.43899e+00
-8.104000E-005,-1.11778e+01,-9.43899e+00
-8.101000E-005,-1.11778e+01,-9.23798e+00
-8.098000E-005,-1.07758e+01,-9.43899e+00
-8.095000E-005,-1.07758e+01,-9.23798e+00
-8.092000E-005,-1.07758e+01,-9.23798e+00
-8.089000E-005,-1.11778e+01,-9.23798e+00
-8.086000E-005,-1.11778e+01,-9.23798e+00
-8.083000E-005,-1.11778e+01,-9.23798e+00
-8.080000E-005,-1.11778e+01,-9.23798e+00
-8.077000E-005,-1.11778e+01,-9.23798e+00
