Step,Phase,Loss,MAE_norm,MAE_Watts,RMSE,R2,P95_Error_pct,MAPE,MaxErr
100,TRAIN,0.05932633578777313,0.21791881322860718,0.7282447814941406,0.2745148241519928,0.1775708794593811,72.96648406982422,32.96714425086975,3.666965961456299
125,VALID,0.031269093276932836,0.1393539011478424,0.4695826768875122,0.18485455214977264,0.6038165092468262,63.37641525268555,21.759115159511566,2.440178871154785
200,TRAIN,0.00969382282346487,0.05890704691410065,0.1952410340309143,0.08721373975276947,0.9049723744392395,25.437414169311523,8.845160901546478,1.1689653396606445
250,VALID,0.012991220006369986,0.0737275704741478,0.22726130485534668,0.10611007362604141,0.8694582581520081,36.9988899230957,11.40637993812561,1.3769307136535645
300,TRAIN,0.00988771766424179,0.0631660521030426,0.21137872338294983,0.08451168239116669,0.9213300943374634,29.19666290283203,9.562080353498459,0.6360757350921631
375,VALID,0.011476089755888097,0.06788965314626694,0.21161435544490814,0.0969093069434166,0.8911152482032776,33.2009162902832,10.407231003046036,1.2494239807128906
400,TRAIN,0.009247812442481518,0.059774719178676605,0.18749336898326874,0.0808744803071022,0.9236464500427246,27.064664840698242,9.209589660167694,0.7444593906402588
500,TRAIN,0.01037442684173584,0.0648040845990181,0.18679897487163544,0.08824985474348068,0.9078432321548462,29.413190841674805,10.784225165843964,0.9143321514129639
500,VALID,0.010633109224727377,0.06472302228212357,0.20340119302272797,0.09140367060899734,0.9031357765197754,31.755924224853516,9.873168170452118,1.1660161018371582
600,TRAIN,0.009296904318034649,0.060956843197345734,0.20412591099739075,0.08001524209976196,0.9398806095123291,23.9471492767334,9.063911437988281,0.7802395820617676
625,VALID,0.009855497773969546,0.06121225282549858,0.1925855427980423,0.08640726655721664,0.9134361147880554,30.62567710876465,9.315945953130722,1.1034611463546753
700,TRAIN,0.008093740791082382,0.056663334369659424,0.18438687920570374,0.06967649608850479,0.9473347663879395,20.66968536376953,8.78458023071289,0.5528357028961182
750,VALID,0.009459215754759498,0.05981694534420967,0.1892225295305252,0.08334273099899292,0.9194674491882324,29.716541290283203,9.113863855600357,1.042029857635498
800,TRAIN,0.012600267305970192,0.07457500696182251,0.23695093393325806,0.10141761600971222,0.8868393898010254,32.610877990722656,11.009377241134644,0.8283882141113281
875,VALID,0.009248505142750219,0.059032514691352844,0.1880115270614624,0.08187160640954971,0.9222853779792786,28.396928787231445,8.905133605003357,1.0064846277236938
900,TRAIN,0.009746722877025604,0.0625687763094902,0.1873123049736023,0.0835445374250412,0.902138352394104,26.17503547668457,9.8013237118721,0.8217699527740479
1000,TRAIN,0.007994440384209156,0.05449909344315529,0.1823924481868744,0.07133766263723373,0.9449477195739746,22.64528465270996,8.058793842792511,0.6884264945983887
1000,VALID,0.008911783414077945,0.057575635612010956,0.18392115831375122,0.07929039746522903,0.9271084070205688,27.916929244995117,8.70448723435402,0.9788086414337158
1100,TRAIN,0.008159341290593147,0.053446777164936066,0.16599048674106598,0.07502885162830353,0.934806764125824,23.6253719329834,7.810002565383911,0.6184382438659668
1125,VALID,0.008599655790021643,0.05616933852434158,0.17937308549880981,0.07705910503864288,0.9311531782150269,26.946088790893555,8.529723435640335,0.9679656028747559
1200,TRAIN,0.00665128743276,0.04480919986963272,0.14732220768928528,0.06588424742221832,0.9493836760520935,22.937530517578125,6.462620198726654,0.6388397216796875
1250,VALID,0.00835109333274886,0.054614242166280746,0.17523649334907532,0.07577736675739288,0.9334244132041931,25.739416122436523,8.165819197893143,0.9732000827789307
1300,TRAIN,0.007632092107087374,0.05346391350030899,0.16069376468658447,0.06761214137077332,0.9399343729019165,24.74932289123535,8.661085367202759,0.43635761737823486
1375,VALID,0.00822401924233418,0.05499175563454628,0.17660248279571533,0.07378221303224564,0.9368839859962463,25.746501922607422,8.43784436583519,0.9144996404647827
1400,TRAIN,0.007861651480197906,0.05473431199789047,0.1757824420928955,0.06911180168390274,0.9536772966384888,23.57526969909668,8.476230502128601,0.563469409942627
1500,TRAIN,0.011561203747987747,0.07533485442399979,0.24002023041248322,0.08975208550691605,0.8857858777046204,29.182252883911133,11.72078251838684,0.6548337936401367
1500,VALID,0.008032569705392234,0.05409436672925949,0.1736091673374176,0.07240274548530579,0.9392220377922058,25.47969627380371,8.317696303129196,0.9028215408325195
1600,TRAIN,0.007402830757200718,0.04954630881547928,0.15193185210227966,0.06997428089380264,0.949019730091095,24.95896339416504,7.77304470539093,0.5855698585510254
1625,VALID,0.0077893036941532046,0.05262821167707443,0.16966800391674042,0.0709415003657341,0.9416505098342896,24.659313201904297,8.003994077444077,0.8884978294372559
1700,TRAIN,0.007261790335178375,0.05156305432319641,0.17257827520370483,0.0648919865489006,0.9444856643676758,21.445308685302734,7.830473780632019,0.6638131141662598
1750,VALID,0.007683111674850807,0.05179649591445923,0.16708359122276306,0.07064875960350037,0.9421311020851135,24.18772315979004,7.801240682601929,0.9290118217468262
1800,TRAIN,0.006544840522110462,0.0469665601849556,0.15205293893814087,0.06079777702689171,0.958905816078186,22.2863826751709,7.287055253982544,0.5406966209411621
1875,VALID,0.00754329891060479,0.05128436163067818,0.16617882251739502,0.06920640915632248,0.9444698691368103,23.3590087890625,7.7658794820308685,0.8816683292388916
1900,TRAIN,0.00913846492767334,0.058450549840927124,0.19557315111160278,0.08115923404693604,0.9127821326255798,26.083494186401367,8.428196609020233,0.8623912334442139
2000,TRAIN,0.006069663912057877,0.04404384270310402,0.15545856952667236,0.057711005210876465,0.9666369557380676,19.206247329711914,6.67702853679657,0.6045703887939453
2000,VALID,0.007444359755027108,0.051040880382061005,0.16510039567947388,0.06832680106163025,0.9458724856376648,23.52312660217285,7.806780189275742,0.8786811828613281
2100,TRAIN,0.007352882064878941,0.050984688103199005,0.15669932961463928,0.06714779883623123,0.9502732753753662,21.93726921081543,7.976824045181274,0.6083896160125732
2125,VALID,0.00736511786817573,0.05014265328645706,0.16284839808940887,0.06836110353469849,0.9458181262016296,22.027080535888672,7.491739094257355,0.9253926277160645
2200,TRAIN,0.006496715359389782,0.04800936579704285,0.15362295508384705,0.05823708325624466,0.966499388217926,17.17831802368164,7.426131516695023,0.4450709819793701
2250,VALID,0.0074151116568828,0.050048474222421646,0.16170243918895721,0.06922432035207748,0.9444411396980286,22.292613983154297,7.429162412881851,0.9392335414886475
2300,TRAIN,0.00645919144153595,0.04728157818317413,0.15115708112716675,0.058839332312345505,0.9631162881851196,20.89621353149414,7.443943619728088,0.5315473079681396
2375,VALID,0.0071042929630493745,0.04915298521518707,0.16007494926452637,0.06605130434036255,0.9494176506996155,21.898296356201172,7.438988238573074,0.8651552200317383
2400,TRAIN,0.008393323048949242,0.055320512503385544,0.17761541903018951,0.0756474956870079,0.9350746273994446,19.682201385498047,8.033359795808792,0.7953827381134033
2500,TRAIN,0.007944183424115181,0.051618099212646484,0.15966609120368958,0.07459722459316254,0.9187748432159424,24.08177375793457,7.820351421833038,0.8566086292266846
2500,VALID,0.007077045462210663,0.0487646646797657,0.15871663391590118,0.0661335289478302,0.9492916464805603,21.362592697143555,7.316911965608597,0.8838911056518555
2600,TRAIN,0.007502599153667688,0.05148277059197426,0.15574274957180023,0.06861955672502518,0.9441176056861877,24.2674560546875,8.338165283203125,0.5578181743621826
