Step,Loss,MAE,RMSE,R2,95th_Pct_Error,GradNorm
100,1.0115697383880615,0.7545807957649231,0.8861125707626343,0.11255556344985962,169.9180908203125,"tensor(148950.2188, device='cuda:0')"
200,1.4015744924545288,0.9245566725730896,1.060286521911621,0.08603620529174805,105.82440948486328,"tensor(265996.7812, device='cuda:0')"
300,1.0396661758422852,0.798839271068573,0.8944352865219116,0.12982553243637085,117.34829711914062,"tensor(138234.7500, device='cuda:0')"
400,1.175583004951477,0.842369556427002,0.9606623649597168,0.14474499225616455,124.39908599853516,"tensor(218380., device='cuda:0')"
500,0.9810673594474792,0.730422854423523,0.8728920221328735,0.17097020149230957,105.89423370361328,"tensor(145131.4062, device='cuda:0')"
600,0.9746219515800476,0.7381635308265686,0.8678553104400635,0.20157384872436523,112.89256286621094,"tensor(153683.8438, device='cuda:0')"
700,1.0623865127563477,0.7900102138519287,0.9085061550140381,0.22631597518920898,108.79853057861328,"tensor(183254.7500, device='cuda:0')"
800,1.1421974897384644,0.8245804309844971,0.945950984954834,0.25730544328689575,103.11112213134766,"tensor(219799.3438, device='cuda:0')"
900,0.881356954574585,0.6841531991958618,0.8222596645355225,0.25958889722824097,194.9236602783203,"tensor(207506.6719, device='cuda:0')"
1000,0.8651797771453857,0.6891810894012451,0.8114342093467712,0.33429837226867676,107.52922821044922,"tensor(177766.8438, device='cuda:0')"
1100,0.8762896060943604,0.7265110015869141,0.8113792538642883,0.34561407566070557,112.71095275878906,"tensor(150375.4219, device='cuda:0')"
1200,1.0734797716140747,0.8079164028167725,0.9116495251655579,0.36640870571136475,117.65663146972656,"tensor(298044.6562, device='cuda:0')"
1300,0.6120743751525879,0.5187118053436279,0.6756188273429871,0.4591240882873535,264.0655212402344,"tensor(136056.9688, device='cuda:0')"
1400,0.6990330219268799,0.611391544342041,0.7180637121200562,0.5075589418411255,141.5567626953125,"tensor(177631.3906, device='cuda:0')"
1500,0.6635342240333557,0.601386547088623,0.6950670480728149,0.566016435623169,135.48590087890625,"tensor(175170.2969, device='cuda:0')"
1600,0.5494343042373657,0.5199903249740601,0.6272457838058472,0.6457852721214294,155.23403930664062,"tensor(159641.3906, device='cuda:0')"
1700,0.5109818577766418,0.5227369070053101,0.5951141119003296,0.6733812093734741,188.88917541503906,"tensor(157103.7969, device='cuda:0')"
1800,0.35553601384162903,0.38786962628364563,0.489055335521698,0.793274462223053,200.46856689453125,"tensor(169096.4531, device='cuda:0')"
1900,0.3149699568748474,0.37006205320358276,0.45160970091819763,0.8087172508239746,571.3709716796875,"tensor(107893.1797, device='cuda:0')"
2000,0.24654097855091095,0.3200029134750366,0.3879949748516083,0.8522027134895325,250.87271118164062,"tensor(105995.0078, device='cuda:0')"
2100,0.18628334999084473,0.2552773654460907,0.33121010661125183,0.8790950179100037,166.0281982421875,"tensor(38806., device='cuda:0')"
2200,0.1785612404346466,0.256549596786499,0.3187418580055237,0.9049996137619019,210.84327697753906,"tensor(96398.4141, device='cuda:0')"
2300,0.14192962646484375,0.2081940770149231,0.28190672397613525,0.9247980117797852,123.54664611816406,"tensor(91022.6016, device='cuda:0')"
2400,0.12948329746723175,0.20578911900520325,0.2602817118167877,0.9107747673988342,275.87713623046875,"tensor(43021.0469, device='cuda:0')"
2500,0.1449805498123169,0.21194899082183838,0.2852995693683624,0.8968341946601868,243.04232788085938,"tensor(16270.6797, device='cuda:0')"
2600,0.13372036814689636,0.21194371581077576,0.26483437418937683,0.9338527917861938,189.72256469726562,"tensor(34798.0430, device='cuda:0')"
2700,0.1691235601902008,0.2377369999885559,0.31273385882377625,0.906386137008667,395.613525390625,"tensor(34079.7852, device='cuda:0')"
2800,0.1488705277442932,0.2155761569738388,0.2901683449745178,0.9214789867401123,285.3572082519531,"tensor(17281.8613, device='cuda:0')"
2900,0.1845335066318512,0.2354547679424286,0.3374863862991333,0.8550137281417847,507.74609375,"tensor(93685.3750, device='cuda:0')"
3000,0.13515779376029968,0.19482773542404175,0.2769647240638733,0.9262807965278625,250.36598205566406,"tensor(133242.7812, device='cuda:0')"
3100,0.12398655712604523,0.19282498955726624,0.25717514753341675,0.946069061756134,134.9626922607422,"tensor(99899.6406, device='cuda:0')"
3200,0.10647650063037872,0.1736452281475067,0.23320148885250092,0.9423274397850037,520.3960571289062,"tensor(72324.2578, device='cuda:0')"
3300,0.10292351245880127,0.15522202849388123,0.23739607632160187,0.9271095991134644,224.02838134765625,"tensor(63162.8398, device='cuda:0')"
